judgment,stimulus_sex,type,user_id,rater_sex,sexpref,rater_age,alexandra,anastazie,anezka,bera,bohdana,brenda,carol,christianne,dagmar,debra,dobromila,dusana,edita,eleanora,elena,eugenia,evzenie,gabriela,gejza,ida,ingrid,irena,jindriska,jitka,karina,kordula,lea,linda,livia,lujza,margita,marika,matylda,miloslava,milota,miriama,peggy,perla,radmila,sarlota,saskie,sidonia,stela,tamara,ursula,viktoria,viola,vladena,zelmira,zlata
dominant,female,body,520542,female,men,23.4,1,1,1,1,2,3,1,1,5,1,4,1,1,1,1,1,4,1,5,1,5,1,5,1,1,1,1,1,1,2,1,1,1,5,1,1,1,2,1,4,3,1,1,1,1,1,1,1,1,6
dominant,female,body,518092,female,women,19.7,4,4,4,3,3,2,2,1,5,3,6,1,1,6,3,5,5,2,5,3,2,2,6,2,1,3,4,4,2,5,2,3,3,5,3,2,2,6,5,1,1,1,4,6,2,5,3,5,2,6
dominant,female,body,524730,female,men,56.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
dominant,female,body,519028,female,men,25.7,2,1,2,4,5,1,3,2,2,3,2,3,2,3,4,5,4,3,2,2,5,1,2,3,2,2,3,5,3,2,3,3,2,3,4,3,2,2,6,2,2,5,2,5,2,4,3,1,2,5
dominant,female,body,518427,female,men,41.7,5,4,2,1,5,4,4,1,5,2,5,1,5,5,3,1,5,3,3,4,5,1,5,5,1,2,5,4,1,1,1,2,1,4,3,5,1,5,6,4,2,2,5,2,5,4,2,5,1,5
dominant,female,body,519881,female,men,18.1,3,1,1,1,4,1,7,1,5,6,7,4,7,6,5,6,6,6,5,2,2,5,7,6,5,2,5,7,1,7,6,2,1,3,1,4,4,3,6,1,2,2,2,3,6,7,5,7,7,6
dominant,female,body,520803,female,men,21.7,5,2,5,5,3,5,6,5,5,4,4,6,4,4,4,4,3,4,5,4,5,2,6,4,4,4,5,4,3,5,5,5,4,4,7,6,3,7,5,4,6,3,3,5,5,6,5,5,4,6
dominant,female,body,525356,female,men,21.1,6,4,5,4,5,4,6,6,4,6,6,4,4,5,5,3,5,5,4,6,5,4,4,4,4,3,5,6,5,6,6,5,6,3,6,5,4,6,5,3,4,4,6,4,5,5,4,5,5,4
dominant,female,body,525818,female,either,24.4,2,3,3,5,5,3,2,3,4,2,5,3,5,5,4,6,5,3,5,4,4,5,5,4,4,3,3,4,3,5,3,2,1,5,5,3,2,4,5,6,3,5,5,5,4,5,2,3,3,5
dominant,female,body,526758,female,either,19.6,6,3,4,5,2,5,6,3,3,4,6,2,2,3,3,2,3,2,3,3,4,1,5,2,2,5,4,3,4,2,2,4,7,3,3,2,3,3,3,2,2,1,4,1,2,5,3,5,1,3
dominant,female,body,524491,intersex,women,21.0,3,5,2,3,1,3,7,2,1,3,2,2,2,1,1,3,2,2,2,1,2,2,1,2,1,4,6,2,3,3,5,5,4,1,4,6,2,2,1,1,3,3,3,3,4,4,6,5,3,2
emotionally_stable,female,body,528805,male,women,18.0,2,1,1,2,2,2,3,2,4,7,3,1,5,3,5,4,2,2,2,4,2,4,4,7,2,2,3,3,2,5,2,2,2,5,2,4,3,3,5,3,2,7,3,2,2,4,2,5,5,3
emotionally_stable,female,body,522651,male,women,26.8,4,4,4,4,4,4,4,1,3,4,4,4,4,4,3,4,4,4,3,4,4,5,4,4,5,4,4,4,1,3,4,4,3,4,3,4,3,4,4,4,3,4,4,4,6,4,4,4,6,4
emotionally_stable,female,body,522061,male,women,21.7,3,3,3,5,4,4,5,3,4,4,3,4,4,5,4,4,4,3,3,4,4,3,3,6,3,6,6,5,6,5,3,3,4,6,5,4,2,5,3,6,4,4,4,5,3,5,3,5,3,6
emotionally_stable,female,body,526103,male,women,49.6,5,4,4,5,4,4,5,4,5,5,5,3,5,5,4,4,5,5,5,4,5,4,5,5,4,5,5,5,4,5,5,4,4,5,4,5,5,6,5,4,4,4,5,6,4,6,5,5,4,5
emotionally_stable,female,body,526171,male,men,20.5,1,1,1,2,1,5,3,6,1,1,1,1,1,1,1,1,6,2,1,4,2,3,1,2,7,4,1,1,1,5,1,5,1,5,1,3,1,2,2,4,5,7,5,1,3,2,6,3,3,5
emotionally_stable,female,body,519542,male,women,19.7,1,1,1,4,2,1,2,1,1,4,5,1,1,1,2,1,2,2,1,3,1,1,2,2,1,1,3,2,1,3,1,2,1,2,1,1,1,2,1,3,2,1,1,2,1,1,4,2,2,4
emotionally_stable,female,body,525238,male,women,19.3,5,3,3,5,4,7,4,3,6,7,4,2,4,2,4,3,6,4,5,5,4,3,6,4,5,4,5,6,4,4,5,4,5,5,6,5,1,6,5,5,3,3,5,5,7,6,5,7,6,4
emotionally_stable,female,body,518431,male,women,47.5,4,2,4,3,4,2,4,3,6,3,2,4,3,3,4,4,4,3,4,4,4,4,4,5,3,3,3,4,3,4,4,3,2,3,2,3,2,5,6,3,3,4,3,5,4,4,3,3,3,6
emotionally_stable,female,body,528851,male,women,24.5,5,2,6,7,4,2,3,4,7,7,4,4,4,4,7,4,2,3,6,6,7,3,4,2,3,5,4,4,3,6,6,5,1,6,3,1,4,4,7,7,7,3,2,5,4,6,3,3,4,6
emotionally_stable,female,body,516444,male,women,39.6,6,5,4,5,5,4,5,5,5,5,5,4,6,6,4,5,5,5,5,4,5,4,5,5,5,5,6,6,4,6,4,5,4,5,4,5,4,6,6,4,5,4,5,6,6,5,6,4,5,6
emotionally_stable,female,body,503536,male,,28.4,5,4,3,4,3,5,5,3,3,5,3,3,3,4,5,5,4,5,3,5,5,3,3,3,3,3,3,3,5,5,5,3,3,4,5,4,3,4,3,5,3,3,3,4,5,4,3,4,3,3
emotionally_stable,female,body,525246,female,either,18.3,7,4,3,5,6,7,2,3,5,6,5,5,3,4,3,3,5,4,6,4,3,2,3,3,3,3,4,4,5,4,4,3,2,5,3,3,3,5,4,4,4,3,4,4,4,4,3,3,5,4
emotionally_stable,female,body,525797,female,,19.3,7,3,4,6,3,4,2,2,6,4,4,2,3,2,3,3,3,5,6,7,4,2,5,2,2,4,7,6,4,5,5,4,2,5,2,6,2,6,3,3,3,2,6,6,2,4,4,7,3,6
emotionally_stable,female,body,526562,female,men,41.2,4,3,5,5,5,5,4,5,5,5,5,4,5,4,5,5,5,5,5,1,5,5,5,5,1,5,5,5,4,5,5,5,5,5,4,5,3,4,5,5,4,5,4,1,5,1,5,5,5,5
emotionally_stable,female,body,524669,female,men,22.1,3,3,4,3,1,4,4,6,5,6,5,3,5,4,2,3,2,6,5,4,5,6,6,6,2,2,3,5,5,3,3,4,2,4,7,4,4,3,4,7,5,6,5,4,6,5,5,3,4,5
emotionally_stable,female,body,517854,female,men,33.2,6,4,5,5,6,5,5,4,6,5,6,5,5,5,4,6,6,6,5,5,5,5,5,6,4,6,5,5,4,5,6,6,4,7,7,6,4,6,6,7,4,3,5,7,6,6,6,6,7,6
emotionally_stable,female,body,518402,female,men,23.2,4,3,4,5,4,5,3,3,5,4,4,4,5,2,5,6,2,5,4,3,3,4,4,5,3,2,5,5,5,5,3,3,3,6,4,5,2,4,6,2,4,4,5,6,5,5,5,4,3,5
emotionally_stable,female,body,518853,female,men,20.5,4,2,5,3,4,3,5,3,4,4,4,2,4,4,6,5,5,4,4,5,3,3,4,4,5,2,4,3,5,4,3,4,3,5,2,3,3,5,5,3,3,4,2,4,3,4,5,4,4,5
emotionally_stable,female,body,519735,female,men,20.2,3,1,1,1,5,1,2,1,5,1,4,1,2,3,1,4,1,2,1,3,2,1,5,4,3,2,1,1,1,3,3,3,1,3,2,1,1,4,5,1,1,2,2,3,1,4,1,3,1,6
emotionally_stable,female,body,520529,female,men,39.4,6,4,4,4,6,4,5,5,5,5,6,6,5,5,5,5,6,5,5,5,4,4,6,4,3,4,5,5,4,4,5,4,4,4,4,5,4,4,5,6,5,5,5,5,5,5,5,6,5,5
emotionally_stable,female,body,520776,female,men,59.5,1,3,3,2,3,3,2,3,2,2,2,4,3,2,2,5,1,3,4,2,3,4,3,4,4,4,1,3,2,2,3,4,1,4,2,4,1,2,4,3,4,2,3,4,3,3,3,4,2,4
happy,female,body,521003,male,women,30.0,4,3,4,3,4,4,3,4,4,4,4,3,5,3,3,4,4,4,4,5,4,3,4,4,3,4,3,4,4,4,3,3,4,5,3,4,3,4,5,5,6,4,3,4,4,5,3,4,3,4
happy,female,body,522061,male,women,21.7,4,5,3,4,5,5,5,3,5,5,3,4,4,4,5,5,5,3,4,5,4,3,5,5,3,5,5,4,5,4,3,3,3,4,5,4,3,4,4,4,4,5,3,5,4,4,4,5,4,4
happy,female,body,522655,male,women,28.6,6,3,4,4,5,3,5,3,4,5,3,2,5,5,4,5,6,3,4,5,4,3,4,4,3,5,4,4,6,4,5,4,5,4,3,4,4,4,6,4,4,3,5,5,3,5,4,5,4,4
happy,female,body,522665,male,women,29.1,4,4,4,2,3,6,5,3,5,5,4,3,3,4,4,3,4,3,3,4,4,2,3,3,2,4,5,4,3,4,4,3,5,4,3,5,3,4,3,4,3,2,3,4,3,4,3,5,5,4
happy,female,body,525257,male,women,24.0,5,3,3,3,3,3,3,5,6,6,5,5,5,4,5,5,5,5,3,6,6,2,6,5,5,3,5,6,5,6,5,3,5,6,3,5,5,5,7,5,5,4,3,3,3,5,3,6,5,6
happy,female,body,518205,male,women,19.4,5,1,3,3,1,3,3,2,2,3,5,2,3,3,5,5,4,3,4,3,3,3,4,5,4,3,3,3,4,4,3,4,1,4,2,3,2,3,6,3,3,6,3,4,2,4,3,5,2,5
happy,female,body,519759,male,women,24.6,3,2,4,2,3,2,2,2,5,2,3,2,4,4,4,5,3,2,4,3,1,3,5,4,2,3,3,3,3,4,4,3,2,5,2,3,4,3,5,4,2,3,2,4,2,5,2,3,3,6
happy,female,body,526122,male,men,21.2,4,4,4,4,4,5,4,4,5,6,4,4,2,4,3,3,5,5,3,3,5,3,5,3,3,4,4,3,5,5,4,3,4,3,6,5,4,5,4,4,3,2,5,4,4,5,4,5,4,6
happy,female,body,526623,male,women,24.6,4,3,2,3,3,4,3,2,7,4,4,2,4,4,4,2,4,4,3,4,2,3,3,2,3,2,2,2,3,4,3,3,2,2,3,3,2,3,4,4,4,4,3,3,2,4,4,4,3,5
happy,female,body,526882,male,women,23.3,2,1,3,2,3,2,3,1,1,6,3,2,2,1,2,1,2,2,3,5,4,2,4,1,2,3,5,2,2,2,2,2,3,4,1,3,1,3,3,3,2,1,2,4,4,2,3,2,2,4
happy,female,body,518413,female,either,23.5,5,3,3,4,5,4,3,4,5,6,6,4,5,5,5,3,6,5,6,6,5,6,6,6,4,3,5,6,4,6,3,5,6,5,1,6,3,6,5,6,5,6,2,6,4,5,4,5,3,4
happy,female,body,518892,female,either,18.6,5,4,3,5,3,3,3,3,5,3,5,3,4,4,2,4,3,4,3,6,6,2,6,5,4,4,4,4,4,5,4,5,2,5,3,4,5,4,5,5,3,4,5,3,3,5,4,6,4,5
happy,female,body,517871,female,men,18.1,5,3,4,6,3,6,5,3,5,5,4,2,4,4,4,6,4,3,5,6,4,3,4,3,3,4,6,3,4,4,3,4,2,6,5,5,3,3,5,3,2,5,4,5,4,3,3,5,5,6
happy,female,body,519875,female,men,30.7,5,5,4,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,4,7,5,6,6,4,4,4,4,4,5,7,4,4,4,6,6,4,3,7,7,5,5,6,3,7,4,5,5,6,6,7
happy,female,body,520790,female,men,21.2,7,5,7,3,7,3,7,5,7,3,4,7,7,5,4,5,7,5,5,5,7,5,7,3,7,2,6,5,7,7,7,5,7,7,7,4,4,5,4,7,4,4,5,5,7,5,7,7,7,7
happy,female,body,524723,female,men,21.1,4,2,2,1,4,2,2,2,6,2,4,1,3,3,4,4,3,3,2,4,2,2,4,4,2,1,3,4,3,4,3,3,2,4,5,3,2,3,3,3,3,2,2,1,1,3,1,5,3,4
happy,female,body,525298,female,women,19.5,5,3,5,5,5,5,3,3,3,3,5,5,5,3,5,5,3,5,5,5,5,5,5,5,5,3,5,5,4,5,5,5,3,5,3,5,2,5,5,5,2,5,4,5,5,5,5,5,5,5
happy,female,body,525801,female,either,23.5,4,4,4,4,4,4,4,3,4,4,4,3,4,4,3,4,3,3,4,4,4,3,4,4,4,3,5,5,4,5,4,3,3,5,4,4,3,5,3,5,5,3,3,3,3,3,3,4,3,5
happy,female,body,526698,female,men,46.0,6,5,6,6,6,6,7,5,7,7,6,5,6,6,6,6,7,7,6,6,6,6,6,6,5,7,7,6,7,7,7,5,5,6,4,7,5,5,7,7,6,6,5,7,7,7,7,7,7,6
happy,female,body,520536,female,men,20.6,2,1,2,1,2,1,2,1,7,2,5,1,2,2,1,1,3,1,3,2,2,1,6,5,1,5,2,3,1,4,1,4,1,2,3,1,3,5,2,4,3,1,6,5,3,5,3,2,2,6
intelligent,female,body,522330,male,women,43.9,5,6,4,3,3,5,5,5,5,6,4,3,3,5,5,2,5,4,4,3,4,3,6,3,3,5,5,4,4,4,3,4,6,4,5,6,4,5,6,6,5,3,5,3,6,6,5,6,5,6
intelligent,female,body,522982,male,women,20.1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
intelligent,female,body,528491,male,either,19.2,6,1,2,7,2,5,3,3,6,6,6,4,6,3,5,2,5,5,5,5,4,3,4,6,5,6,6,6,6,4,5,4,6,3,3,6,3,5,4,5,3,3,3,5,4,4,4,5,4,6
intelligent,female,body,525681,male,women,35.5,4,2,5,3,4,4,4,5,3,5,5,5,4,5,4,3,3,6,4,4,6,3,5,5,4,3,4,5,5,4,4,6,4,5,5,6,3,5,4,4,5,4,5,5,5,5,4,5,4,5
intelligent,female,body,526027,male,women,25.6,5,3,4,4,4,4,5,2,6,6,6,3,4,5,4,5,4,4,5,3,4,3,6,4,4,3,4,4,5,4,5,4,3,5,4,5,4,5,5,5,4,2,4,3,3,3,4,4,3,6
intelligent,female,body,517985,male,women,21.9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
intelligent,female,body,527769,male,women,24.7,6,1,4,2,2,4,4,2,4,4,3,3,5,3,2,3,6,2,4,4,4,3,4,4,4,2,3,4,3,5,4,3,2,4,4,3,3,4,4,4,4,1,3,2,1,4,3,5,2,4
intelligent,female,body,511772,male,women,19.8,5,7,7,3,3,7,6,6,3,6,3,3,5,5,2,1,7,3,1,3,6,2,4,5,2,6,7,4,6,4,7,7,5,5,5,4,2,7,3,2,4,1,7,5,3,5,5,6,3,6
intelligent,female,body,456140,male,women,28.1,1,1,3,2,2,2,1,2,2,5,4,1,2,6,2,2,2,1,2,1,1,2,5,2,2,2,2,1,6,7,5,1,1,1,1,2,1,2,3,1,6,2,1,2,2,2,6,2,2,5
intelligent,female,body,524922,male,men,32.0,3,3,2,3,3,3,3,3,7,3,3,1,3,3,3,3,3,2,5,3,3,3,5,3,3,2,3,3,3,6,3,3,3,3,3,3,3,3,3,7,3,3,3,3,3,3,3,3,4,3
intelligent,female,body,526174,female,men,18.7,4,3,2,4,3,2,4,5,4,3,3,2,4,5,4,5,4,4,3,4,4,4,2,5,2,3,4,4,4,4,2,3,3,4,4,3,2,4,4,4,4,6,4,4,5,4,4,4,3,5
intelligent,female,body,525862,female,men,25.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
intelligent,female,body,525684,female,men,18.6,4,5,4,4,4,4,4,4,5,4,4,4,4,3,4,3,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,5,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4
intelligent,female,body,282322,female,men,50.1,4,3,4,4,6,4,4,6,2,4,5,4,4,5,5,4,6,6,5,4,6,6,5,4,6,4,6,5,4,3,6,7,3,5,4,4,3,3,3,4,4,5,5,6,6,4,4,4,5,4
intelligent,female,body,520618,female,men,46.5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
intelligent,female,body,518624,female,men,23.4,4,4,4,4,4,4,4,4,4,5,5,4,5,4,4,4,4,5,4,4,4,3,4,4,4,4,5,5,4,5,4,5,4,5,4,4,4,4,4,5,5,4,4,5,4,4,4,4,4,4
intelligent,female,body,520251,female,men,38.4,6,5,5,6,3,5,5,4,4,6,5,5,3,5,4,4,4,6,6,5,5,4,6,5,3,6,3,5,3,5,5,5,4,5,5,6,6,5,6,3,5,3,5,6,4,5,5,5,5,5
intelligent,female,body,519342,female,men,18.7,6,4,4,6,2,5,6,1,7,5,6,1,1,5,3,2,3,3,6,6,1,1,6,3,4,7,3,6,6,6,6,5,1,6,1,1,1,6,5,1,1,1,5,5,3,6,1,1,1,6
intelligent,female,body,518248,female,men,22.4,5,3,3,3,2,3,5,2,3,4,2,3,2,4,3,2,4,2,6,5,5,3,2,2,3,5,5,3,3,4,5,3,3,5,3,5,2,4,5,5,1,2,2,5,2,3,3,5,3,5
intelligent,female,body,462036,female,women,18.8,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4
mean,female,body,525921,male,women,19.4,2,1,6,4,4,5,3,3,7,4,3,1,4,5,7,4,4,1,5,2,1,3,3,5,2,4,3,5,5,2,2,4,5,4,3,5,2,5,7,6,5,6,2,4,1,6,4,5,4,7
mean,female,body,528343,male,women,34.5,4,3,4,3,3,3,3,3,7,4,5,2,4,3,6,3,3,3,4,5,4,3,4,5,3,3,3,4,3,3,4,3,3,4,4,3,3,4,6,5,3,3,3,2,3,4,3,5,3,7
mean,female,body,528009,male,men,18.2,2,1,3,2,1,3,1,1,2,4,2,1,3,2,3,2,1,1,3,2,4,1,3,2,1,3,3,3,3,3,2,2,2,3,2,2,2,3,3,1,1,2,2,2,3,3,3,2,2,2
mean,female,body,525050,male,women,30.2,4,2,2,2,2,4,4,1,5,4,2,1,2,5,3,1,3,3,2,2,3,1,2,2,1,5,2,3,5,4,3,2,2,4,4,4,1,4,3,4,3,2,4,3,2,4,2,4,2,5
mean,female,body,521812,male,women,38.0,4,4,5,5,6,2,3,4,6,4,5,5,3,5,5,6,4,4,4,5,4,5,6,6,4,4,4,4,3,5,4,4,4,5,3,4,4,4,3,5,4,6,4,5,5,4,5,3,6,3
mean,female,body,520729,male,women,21.6,4,2,4,3,3,4,3,4,7,3,4,2,3,3,3,6,4,3,3,3,3,3,6,5,4,3,3,4,3,5,4,5,2,4,3,4,4,4,5,4,3,3,3,5,4,5,3,4,3,5
mean,female,body,518901,male,women,26.1,2,5,5,4,2,1,2,7,3,2,3,2,6,4,5,5,5,4,4,1,2,7,3,7,5,3,6,3,1,1,2,6,5,2,5,2,5,2,5,2,2,6,3,1,3,3,2,1,5,1
mean,female,body,121348,male,women,28.2,4,3,3,5,2,4,5,3,5,4,5,2,4,3,3,3,5,2,4,4,4,3,4,4,3,3,4,4,4,4,4,5,2,4,4,4,3,4,4,4,2,3,4,2,3,4,4,4,3,4
mean,female,body,518178,male,women,21.7,2,6,5,2,5,5,5,5,4,4,7,6,3,6,3,2,6,5,4,4,3,2,3,3,4,5,6,4,4,4,4,4,7,5,6,4,6,5,1,5,4,3,3,5,7,4,4,3,4,2
mean,female,body,493246,male,men,36.7,4,6,5,5,5,5,6,6,3,4,5,7,4,5,5,3,5,6,3,2,4,6,4,4,4,4,4,2,4,4,4,4,5,3,5,4,6,4,3,3,5,4,5,3,5,5,6,4,4,3
mean,female,body,518332,female,women,25.0,5,2,6,2,2,5,3,3,6,4,3,2,6,2,2,4,2,3,4,1,5,5,5,3,2,3,2,5,5,7,3,4,3,3,3,5,4,5,6,3,5,2,3,3,3,6,2,5,2,6
mean,female,body,520469,female,men,30.1,4,3,2,6,4,1,2,3,5,3,3,2,4,3,5,5,3,4,4,4,3,3,5,5,6,5,4,3,4,4,4,4,3,3,5,5,5,4,4,2,4,5,4,5,4,4,3,2,4,3
mean,female,body,526013,female,men,47.2,5,1,3,4,5,5,4,6,6,2,3,1,4,2,4,7,5,3,4,4,4,2,7,2,7,7,1,6,1,3,4,6,1,2,2,3,1,3,7,3,3,5,5,7,4,6,4,3,5,7
mean,female,body,525758,female,men,32.3,5,1,1,1,1,4,6,3,1,2,3,1,1,1,1,1,5,1,1,3,3,1,5,1,1,2,1,2,3,2,3,1,1,2,3,4,2,6,1,1,1,1,2,4,2,1,2,2,1,5
mean,female,body,524986,female,men,27.9,2,1,2,2,1,2,2,3,2,2,2,1,3,2,2,4,2,1,2,2,2,3,2,2,4,2,3,2,2,1,2,1,2,1,4,2,3,3,2,1,1,2,2,2,2,2,2,2,4,2
mean,female,body,517796,female,men,21.7,2,2,4,3,5,4,2,2,5,3,4,2,4,4,4,6,4,3,3,3,2,3,4,5,4,3,2,3,3,4,3,2,3,4,2,3,3,3,5,4,3,2,4,4,2,5,3,4,4,4
mean,female,body,520733,female,men,23.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mean,female,body,519600,female,men,22.1,3,3,3,6,2,5,3,3,6,4,3,2,2,2,3,5,7,2,3,4,4,1,5,7,3,6,5,4,3,5,4,3,2,5,3,5,2,6,4,5,2,1,3,6,3,6,4,5,4,6
mean,female,body,518709,female,either,23.3,3,2,5,4,3,3,4,3,5,4,4,2,5,4,6,4,5,3,4,4,3,3,4,5,4,2,3,5,5,2,4,3,3,4,3,4,2,4,5,4,2,5,5,3,2,4,4,2,3,4
mean,female,body,524367,female,either,25.6,3,4,4,3,6,2,4,6,3,4,3,4,4,5,5,7,5,6,4,1,6,3,3,6,6,2,4,4,2,4,4,6,6,6,5,5,6,4,3,4,4,5,5,4,4,4,6,4,3,6
responsible,female,body,525241,male,women,27.1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,4,5,5,5,5,5,5,5,5
responsible,female,body,528202,male,women,44.3,2,1,2,1,2,2,3,1,4,4,1,1,2,1,2,2,2,2,2,4,2,1,4,2,2,2,3,3,1,2,2,3,1,3,1,3,1,2,4,2,1,1,3,4,4,3,2,2,2,5
responsible,female,body,520710,male,men,20.3,5,3,4,5,3,6,5,5,4,7,4,3,4,4,4,5,5,4,5,4,4,5,4,6,3,6,5,6,4,5,4,4,4,4,3,6,3,5,6,3,4,3,4,6,4,5,5,6,3,6
responsible,female,body,525035,male,women,31.4,3,2,4,6,2,5,4,4,4,5,3,2,3,5,4,1,7,3,4,6,4,3,4,3,6,4,5,5,5,2,3,3,6,6,2,5,4,7,6,3,5,2,5,4,4,4,4,5,4,7
responsible,female,body,518533,male,women,74.7,4,6,5,5,5,5,5,5,4,5,5,5,5,4,5,4,5,6,5,5,4,6,5,5,6,5,5,5,5,4,5,4,6,5,5,6,6,5,4,6,5,6,5,5,5,5,6,5,5,4
responsible,female,body,523510,male,women,20.6,6,3,4,3,4,3,4,4,5,4,5,3,5,5,3,3,5,5,5,3,3,4,4,4,3,3,4,4,3,5,4,3,3,5,5,3,3,5,6,4,3,3,5,4,5,5,4,5,3,5
responsible,female,body,507686,male,women,26.0,2,1,5,4,2,1,4,1,7,3,2,1,3,2,6,4,1,1,4,2,3,3,4,7,3,1,4,5,1,2,1,3,1,5,5,2,3,5,6,4,2,7,4,4,4,5,1,4,1,3
responsible,female,body,522375,male,women,39.0,3,3,4,4,2,4,5,3,4,4,5,4,4,4,4,4,4,4,4,3,3,2,4,3,4,3,4,4,4,2,3,3,4,4,1,4,4,4,5,4,3,3,3,3,4,4,4,4,4,4
responsible,female,body,521769,male,either,27.7,6,7,6,5,5,6,4,5,5,6,6,3,6,4,7,7,5,6,5,6,6,4,5,6,4,5,5,5,5,6,4,4,5,6,6,3,4,6,4,5,6,6,5,6,4,6,6,5,4,5
responsible,female,body,525885,male,women,34.9,6,6,3,6,4,4,4,4,3,5,4,3,2,3,3,2,6,3,4,4,3,1,4,3,2,6,4,4,6,5,4,4,5,4,6,5,5,6,4,2,4,1,5,5,4,4,4,5,3,5
responsible,female,body,520718,female,men,23.2,6,1,6,7,7,7,6,6,6,6,6,5,5,5,4,5,7,3,7,5,4,3,7,7,7,3,7,4,6,5,3,6,6,7,7,7,7,7,4,4,7,3,7,5,6,7,6,7,5,5
responsible,female,body,520368,female,men,19.8,1,1,4,3,1,2,3,2,4,2,2,1,2,3,6,5,1,3,2,3,1,1,2,5,2,1,1,4,1,2,2,1,1,2,1,1,1,1,2,5,2,6,1,3,1,4,2,2,1,3
responsible,female,body,517757,female,either,27.6,5,4,2,6,3,6,4,5,5,5,6,3,3,5,3,3,5,3,6,3,5,2,5,4,3,5,4,6,4,5,4,3,4,6,1,4,5,6,5,2,3,5,5,3,6,4,4,3,3,5
responsible,female,body,519566,female,men,25.7,3,1,4,4,4,4,3,2,7,6,7,4,3,4,5,6,5,2,6,5,2,4,5,7,5,2,2,3,3,4,4,3,4,5,3,6,3,7,6,5,2,3,6,6,2,6,4,3,3,7
responsible,female,body,518679,female,men,24.9,5,5,5,5,3,5,4,6,6,7,5,4,4,6,5,4,5,4,6,6,6,4,6,6,4,6,6,6,5,5,5,4,5,7,6,5,4,6,6,5,5,5,5,5,5,5,5,5,6,5
responsible,female,body,518290,female,men,20.4,4,4,3,3,3,4,3,3,4,4,4,4,5,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,4,4,4,4,3,4,5
responsible,female,body,524359,female,men,20.2,5,3,3,3,3,3,3,5,4,6,4,3,3,3,2,3,5,2,2,3,4,2,4,2,2,3,4,4,3,4,4,3,3,4,4,5,4,5,5,3,4,1,4,4,3,3,3,6,3,6
responsible,female,body,524973,female,men,40.2,1,6,1,1,1,2,6,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,2,3,7,2,1,7,1,1,1,1,7,2,1,6,1,1,1,2
