judgment,stimulus_sex,type,user_id,rater_sex,sexpref,rater_age,alexandra,anastazie,anezka,bera,bohdana,brenda,carol,christianne,dagmar,debra,dobromila,dusana,edita,eleanora,elena,eugenia,evzenie,gabriela,gejza,ida,ingrid,irena,jindriska,jitka,karina,kordula,lea,linda,livia,lujza,margita,marika,matylda,miloslava,milota,miriama,peggy,perla,radmila,sarlota,saskie,sidonia,stela,tamara,ursula,viktoria,viola,vladena,zelmira,zlata
intelligent,female,faces,519585,female,women,24.8,2,2,5,3,5,5,4,5,2,5,5,4,4,5,3,5,2,3,3,6,3,3,3,2,5,3,3,5,4,2,2,2,5,6,5,4,5,6,4,4,3,3,2,6,2,4,6,4,5,2
intelligent,female,faces,518012,female,men,18.0,3,3,3,2,6,6,2,3,6,3,3,3,3,5,3,5,3,4,2,4,3,3,6,4,3,5,5,4,5,3,2,5,2,3,4,3,2,4,3,5,4,3,3,3,3,5,5,4,3,2
intelligent,female,faces,524687,female,men,19.5,4,4,7,3,4,7,4,2,5,6,5,5,2,5,4,6,5,5,2,6,5,2,5,2,7,5,4,5,7,5,2,5,7,3,4,6,3,5,3,4,4,3,3,7,6,2,6,3,6,5
intelligent,female,faces,518843,female,men,51.8,2,5,6,5,7,4,4,3,5,3,3,2,6,2,5,4,3,3,3,3,4,4,4,5,3,3,4,3,7,5,4,4,3,3,4,4,5,6,2,6,2,3,6,7,5,6,5,6,4,3
intelligent,female,faces,519196,female,either,26.6,5,2,7,4,4,7,5,6,4,4,2,5,5,6,7,2,6,6,6,6,4,3,5,4,7,4,6,6,6,3,3,5,6,5,3,6,4,5,6,5,5,5,7,6,6,4,6,4,6,2
intelligent,female,faces,519880,female,men,34.2,5,7,7,2,7,6,5,4,4,6,4,7,5,4,5,5,5,3,6,4,6,5,4,4,5,6,5,6,5,5,5,7,4,6,4,5,5,6,7,4,3,6,5,6,6,4,5,3,6,5
intelligent,female,faces,525839,female,either,45.8,5,3,3,2,5,4,4,4,5,3,4,4,3,4,3,4,2,4,2,5,4,5,5,4,5,5,4,4,2,3,4,4,3,5,5,4,4,6,4,3,5,2,5,3,4,4,6,4,4,4
intelligent,female,faces,526284,female,men,25.4,3,5,5,4,6,4,4,4,5,5,5,3,3,2,3,3,2,4,2,4,6,4,5,5,6,5,5,5,4,4,6,3,3,3,6,2,3,6,3,4,3,3,2,4,6,5,7,4,2,3
intelligent,female,faces,525379,female,men,29.9,3,7,7,4,3,7,2,5,4,6,6,6,2,6,4,6,2,5,2,6,4,5,5,6,3,3,3,3,7,4,3,4,6,3,4,4,6,5,3,6,6,5,3,6,6,4,2,3,3,3
intelligent,female,faces,526671,female,either,18.4,2,3,2,3,4,4,3,3,4,2,5,1,3,3,1,2,1,3,4,2,3,3,3,4,2,1,3,2,4,4,5,4,4,2,4,4,5,5,3,3,4,3,1,3,3,4,5,3,3,3
mean,female,faces,503536,male,,28.4,4,6,3,3,4,3,3,5,6,5,5,3,4,6,6,6,5,5,3,3,5,6,6,5,5,6,5,6,5,3,5,5,3,5,4,5,6,6,6,5,5,5,6,4,6,4,6,5,2,6
mean,female,faces,518798,male,women,23.4,7,5,5,4,5,4,7,5,4,4,4,7,2,4,2,2,6,4,2,1,6,3,2,2,6,3,5,5,2,5,6,2,2,2,4,6,4,4,4,4,6,6,4,4,5,4,4,4,7,2
mean,female,faces,521888,male,neither,20.0,7,4,6,4,1,4,4,4,2,4,4,1,4,4,5,4,7,3,1,4,3,4,4,5,2,3,6,4,4,5,2,1,4,4,4,4,4,4,3,5,4,7,4,3,4,4,3,7,4,4
mean,female,faces,486290,male,women,23.8,4,4,5,6,3,3,5,3,5,4,3,5,3,4,3,3,5,3,4,6,5,4,3,5,6,5,4,4,5,3,4,4,3,4,4,5,5,4,4,3,3,5,2,5,4,4,3,4,5,7
mean,female,faces,523640,male,women,27.7,6,5,2,2,3,4,5,3,6,5,3,7,4,2,4,3,6,2,5,3,5,2,6,2,2,3,3,4,3,3,5,4,5,3,5,4,4,2,4,3,5,6,3,3,5,5,4,1,5,5
mean,female,faces,525575,male,men,52.3,5,4,2,1,1,4,6,6,4,4,3,6,3,5,5,3,6,2,6,2,4,4,7,3,2,5,3,2,5,7,3,5,2,3,4,3,2,1,6,4,4,6,4,5,2,1,1,1,6,3
mean,female,faces,526536,male,men,23.9,2,6,4,2,3,4,6,4,6,6,5,3,3,5,3,3,4,4,2,2,5,5,3,4,4,4,5,4,5,4,5,5,2,3,4,5,6,5,4,3,4,6,2,4,3,3,2,3,4,5
mean,female,faces,528296,male,women,30.0,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
mean,female,faces,522902,male,women,23.7,6,6,3,2,3,4,5,3,5,4,4,6,4,4,5,4,6,2,5,3,3,3,4,3,2,2,3,5,5,4,5,4,5,5,3,2,4,2,4,3,5,4,4,4,3,3,3,1,3,5
mean,female,faces,517731,male,women,36.4,6,5,4,2,3,3,6,4,6,5,3,5,5,4,5,5,5,3,3,3,6,4,2,5,4,4,5,5,5,4,6,3,6,3,4,5,4,4,6,4,5,5,5,5,5,2,3,2,6,5
mean,female,faces,531788,female,men,20.0,7,3,6,4,1,5,2,3,7,1,2,7,7,2,6,2,7,2,3,1,6,4,1,5,7,4,5,7,6,4,7,7,6,1,6,2,4,2,4,4,2,2,1,3,5,1,3,1,5,5
mean,female,faces,531819,female,men,26.2,5,5,4,5,2,4,6,3,6,4,4,4,5,6,5,5,6,3,6,3,5,4,4,5,3,5,5,4,5,5,5,3,5,7,6,3,5,2,3,2,5,4,4,4,4,3,5,3,5,4
mean,female,faces,518912,female,either,26.7,4,3,1,4,5,3,5,2,4,1,5,1,3,3,2,3,3,3,2,3,4,1,4,5,3,3,4,1,2,3,6,3,2,3,5,3,5,4,2,5,3,3,3,3,5,4,5,3,5,5
mean,female,faces,518459,female,men,18.8,7,5,6,2,7,4,7,2,3,5,5,1,6,6,5,6,7,5,6,4,5,3,2,6,4,2,3,5,5,3,2,3,5,5,4,2,3,2,6,4,6,7,6,4,6,5,2,2,6,2
mean,female,faces,524121,female,men,22.0,6,6,2,3,2,3,5,5,6,6,3,3,5,5,3,5,2,2,5,5,5,3,5,3,6,2,3,5,5,4,5,3,3,3,2,3,4,3,4,3,3,5,5,3,5,2,3,3,3,6
mean,female,faces,524901,female,men,48.6,7,7,7,4,5,7,6,6,7,6,7,7,7,5,6,7,5,6,4,7,7,4,5,5,6,6,6,6,6,5,5,6,6,5,6,5,5,4,7,5,4,7,5,6,6,6,7,7,7,7
mean,female,faces,531803,female,men,19.5,5,6,5,1,4,1,5,1,6,7,6,7,1,1,1,3,7,2,5,2,7,6,5,6,1,4,7,4,1,6,7,6,1,4,3,2,5,7,3,4,2,5,1,4,6,2,4,3,7,5
mean,female,faces,526658,female,either,27.6,7,6,7,1,1,4,5,1,5,5,4,5,7,4,4,6,7,1,4,1,5,3,4,2,1,7,4,4,5,4,7,4,4,4,4,5,4,3,5,4,1,4,4,4,5,1,3,1,4,3
mean,female,faces,526005,female,men,24.6,1,1,1,1,1,1,3,1,3,3,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3
mean,female,faces,525721,female,men,28.7,4,7,2,1,4,4,7,2,7,4,6,4,3,1,1,5,7,1,1,2,6,3,6,4,1,5,6,3,1,5,5,6,3,4,3,2,6,2,7,4,5,7,3,4,3,1,5,5,3,1
mean,female,faces,518081,female,men,20.5,6,6,5,3,2,4,6,1,5,5,5,5,4,3,3,2,5,1,5,3,3,4,5,4,3,2,5,6,3,4,6,5,4,4,5,2,1,3,5,1,2,6,2,3,6,2,4,2,5,4
responsible,female,faces,517731,male,women,36.4,3,3,5,2,4,4,1,4,5,5,2,3,4,4,3,5,2,3,1,3,2,3,6,2,5,4,2,6,3,5,3,2,5,4,4,5,3,7,3,4,4,4,3,4,2,4,4,6,5,1
responsible,female,faces,522830,male,women,21.4,3,3,4,2,5,5,4,5,5,3,4,3,5,4,4,4,3,4,4,5,2,4,3,5,2,4,5,4,4,5,5,4,4,4,3,4,4,5,4,4,3,6,2,5,3,3,4,4,4,4
responsible,female,faces,523365,male,women,34.7,5,4,4,3,5,3,3,5,4,3,3,2,4,3,4,3,4,5,4,4,3,2,2,5,4,2,3,3,4,3,3,4,5,6,3,3,4,3,3,4,6,3,5,5,2,4,4,5,4,2
responsible,female,faces,521795,male,men,33.0,2,2,5,2,2,4,5,3,7,4,6,3,2,4,1,3,1,4,2,3,4,1,4,1,3,1,4,5,2,4,4,3,1,4,4,4,3,4,3,3,4,5,2,5,2,2,3,4,2,3
responsible,female,faces,520654,male,women,36.7,3,5,4,5,6,5,3,5,3,3,4,2,3,5,4,6,3,6,4,6,3,5,4,5,6,4,5,4,6,5,4,6,3,5,5,5,5,6,4,6,4,5,4,4,5,6,4,6,3,6
responsible,female,faces,319828,male,women,38.8,3,3,3,4,6,6,2,6,3,1,4,1,3,3,2,4,2,3,3,7,5,3,6,7,3,4,4,1,3,2,4,4,4,5,5,5,6,5,5,4,3,5,5,2,4,7,5,4,7,6
responsible,female,faces,518750,male,men,29.2,2,5,5,6,6,5,2,3,4,3,5,2,1,2,3,4,2,3,2,4,3,6,3,6,6,7,6,5,3,5,3,4,4,5,4,4,2,5,4,4,3,2,4,3,3,2,6,4,3,4
responsible,female,faces,528322,male,women,25.1,4,5,2,2,3,1,4,1,2,1,7,1,1,1,2,3,1,1,3,3,3,2,4,3,2,3,3,1,1,3,5,4,1,1,3,4,7,2,1,3,3,3,1,1,2,2,3,1,2,2
responsible,female,faces,526498,male,women,55.6,2,3,2,4,5,3,1,4,3,4,3,1,1,3,4,4,4,4,3,3,2,4,5,6,5,5,4,4,3,4,3,4,4,4,4,5,3,6,3,5,5,2,3,4,4,5,2,6,4,5
responsible,female,faces,527849,male,women,57.6,2,5,4,3,3,5,1,5,1,5,4,4,1,3,4,2,3,4,2,4,2,4,3,4,4,4,4,5,4,3,4,4,2,4,4,2,4,4,4,5,4,3,1,4,4,3,5,5,4,4
responsible,female,faces,519945,female,women,23.1,2,3,5,5,6,6,5,3,4,4,3,1,3,7,5,7,4,4,1,5,3,2,4,5,4,7,5,6,2,6,5,5,2,5,4,5,5,7,4,6,5,2,4,7,3,6,5,4,6,2
responsible,female,faces,519478,female,women,19.5,4,4,5,5,5,4,4,3,4,3,4,3,3,3,4,4,1,3,3,5,3,5,4,3,5,5,6,5,4,4,5,4,2,2,5,4,5,4,4,5,4,4,4,4,3,5,7,4,6,4
responsible,female,faces,524834,female,men,32.1,2,4,3,1,6,6,4,4,3,5,4,1,2,6,7,4,5,2,2,4,4,3,4,1,5,1,4,3,5,5,6,2,2,3,6,3,2,7,3,2,1,3,4,6,6,5,3,5,4,4
responsible,female,faces,526527,female,men,19.1,3,2,5,5,6,4,3,4,4,4,2,2,3,5,5,3,2,4,3,4,3,4,5,3,5,3,4,5,4,3,3,3,3,4,4,5,5,4,2,5,4,5,3,4,5,4,5,4,4,2
responsible,female,faces,525576,female,men,59.7,5,6,4,1,5,6,1,3,2,3,5,4,3,6,7,5,3,6,2,4,3,5,5,4,1,7,5,7,6,6,4,2,5,6,6,4,4,5,5,4,2,1,6,5,7,3,2,2,2,7
responsible,female,faces,518252,female,men,40.0,5,2,6,6,6,6,2,4,4,4,6,2,2,5,2,5,2,4,2,3,2,3,2,4,2,5,4,3,3,2,2,2,1,6,5,4,4,5,6,6,2,5,2,6,3,4,4,7,2,5
responsible,female,faces,518460,female,men,21.2,3,5,2,3,6,4,2,2,4,3,4,2,3,3,3,2,3,3,3,4,2,3,3,3,5,3,3,2,4,3,3,3,4,2,5,4,3,5,3,4,3,3,3,3,4,4,4,4,2,3
responsible,female,faces,518896,female,men,20.6,2,1,6,2,5,2,1,6,6,3,4,3,4,4,6,5,5,6,2,4,2,1,1,3,4,4,2,3,3,2,3,3,2,3,5,5,5,6,4,1,2,4,3,5,4,6,6,5,2,5
responsible,female,faces,523719,female,men,58.8,6,4,3,1,7,4,2,3,3,2,3,1,3,5,3,4,4,5,2,6,1,3,5,5,4,3,6,1,2,2,7,3,2,2,3,5,4,5,5,6,4,3,3,5,5,3,7,5,3,2
responsible,female,faces,525960,female,men,35.7,2,1,3,5,7,5,1,1,5,2,3,1,1,4,6,5,1,4,2,2,2,4,2,7,7,4,7,7,6,4,4,1,7,4,5,4,7,7,1,3,3,6,3,5,4,6,5,5,1,2
sociable,female,faces,4976,male,,35.2,6,2,1,6,3,2,1,4,1,1,5,1,1,1,1,6,2,1,1,3,1,6,5,6,2,2,5,7,1,1,7,3,1,2,4,1,2,1,1,2,4,1,3,1,3,1,6,1,1,7
sociable,female,faces,522733,male,women,70.1,3,4,4,6,4,4,3,5,3,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,5,5,4,4,4,5,4,4,4,4,4,4,5,4,5
sociable,female,faces,528312,male,women,35.3,3,5,2,1,5,3,4,3,7,3,4,3,2,1,2,2,2,3,3,3,3,2,2,3,2,3,3,2,3,3,6,7,4,2,6,1,6,2,3,4,2,2,3,3,2,5,2,3,5,6
sociable,female,faces,521656,male,women,23.8,2,2,1,6,3,2,2,5,2,2,2,1,2,2,2,5,1,3,2,2,2,3,2,3,4,3,3,2,2,2,3,2,2,2,3,4,2,5,3,3,2,2,2,4,2,2,2,2,2,4
sociable,female,faces,526171,male,men,20.5,1,3,6,5,5,1,1,1,2,1,1,7,1,1,4,2,1,2,1,3,1,3,1,2,5,5,3,1,1,1,1,1,1,1,1,2,2,1,1,2,4,1,1,1,1,1,4,1,1,1
sociable,female,faces,520018,male,either,21.8,5,5,2,6,7,6,5,3,7,5,4,4,3,3,6,5,5,6,5,4,2,4,2,6,6,5,6,4,5,5,6,5,4,5,7,7,6,3,6,6,6,6,6,7,6,4,6,6,4,7
sociable,female,faces,518593,male,men,41.9,2,3,2,3,3,3,3,1,3,3,3,3,3,3,3,3,3,2,3,3,4,3,2,3,3,3,3,3,3,2,4,3,3,2,3,3,3,2,3,3,3,3,3,3,2,3,3,2,3,3
sociable,female,faces,518076,male,women,24.2,2,3,2,4,5,2,2,2,6,3,3,1,3,2,2,1,3,2,1,2,4,2,6,3,1,1,2,5,2,1,4,4,2,1,5,2,2,3,3,1,1,1,2,2,3,3,4,5,4,3
sociable,female,faces,523383,male,men,36.3,2,4,5,5,5,3,3,5,3,2,2,3,3,5,4,2,3,5,3,4,3,3,4,5,6,5,3,5,3,4,4,4,4,4,4,5,4,5,4,5,5,4,3,5,4,3,5,3,3,4
sociable,female,faces,527786,male,women,29.1,2,4,2,4,2,2,3,3,3,2,4,1,1,3,2,5,1,3,1,4,3,4,3,5,5,4,3,3,5,3,4,4,3,3,4,2,7,2,2,4,4,1,2,3,4,6,4,3,2,3
sociable,female,faces,524149,female,men,26.0,4,5,1,2,5,1,3,3,2,1,3,1,3,1,3,1,1,1,1,5,4,3,3,5,3,3,1,1,3,3,7,3,5,1,3,3,6,3,4,1,3,1,3,2,3,4,4,3,1,2
sociable,female,faces,517717,female,men,26.0,3,2,3,6,4,2,3,2,4,2,4,2,2,2,2,3,2,3,2,2,3,3,6,5,5,3,4,3,2,3,2,5,2,4,2,3,3,4,2,2,2,2,2,3,3,2,3,2,2,4
sociable,female,faces,525938,female,men,18.1,3,2,4,5,5,4,4,4,1,2,5,3,4,4,1,3,4,2,3,4,4,5,2,2,6,5,4,3,3,3,3,2,1,7,3,4,4,4,2,6,3,4,3,5,2,7,6,3,4,4
sociable,female,faces,524817,female,men,47.3,2,4,4,6,5,2,1,5,3,3,3,4,1,3,5,4,3,4,1,5,3,5,2,6,5,5,4,2,3,2,4,5,1,5,3,6,4,3,6,4,2,2,2,1,5,3,3,4,2,5
sociable,female,faces,526493,female,men,23.1,1,2,1,3,3,2,3,3,3,1,1,2,2,1,1,2,1,5,2,4,1,2,2,1,2,2,5,1,3,1,6,2,2,1,4,2,4,3,2,2,1,1,1,4,3,4,1,1,3,2
sociable,female,faces,525449,female,women,44.4,2,3,2,7,7,3,1,5,3,3,4,1,2,6,2,1,2,4,2,3,1,3,5,7,5,5,6,2,2,5,5,7,7,3,3,7,5,4,1,5,6,1,4,1,6,5,3,7,4,3
sociable,female,faces,519931,female,men,18.8,6,6,2,7,4,2,3,4,6,3,5,1,2,3,4,6,2,3,5,5,3,4,5,5,6,7,5,5,4,5,6,6,3,2,5,5,6,4,3,3,2,3,3,4,5,2,2,3,4,6
sociable,female,faces,518401,female,men,19.9,1,7,2,6,3,3,4,3,3,2,5,1,1,3,1,4,4,3,2,1,5,3,4,4,3,3,4,2,1,3,6,7,2,3,6,3,7,6,4,4,2,2,3,3,3,2,3,4,3,5
sociable,female,faces,519036,female,men,27.0,4,2,3,5,4,4,2,3,3,2,2,1,2,2,4,2,3,4,3,2,3,3,3,4,5,2,4,2,3,2,5,5,2,3,4,4,4,3,3,4,3,2,2,3,3,3,3,4,2,4
sociable,female,faces,519415,female,women,18.3,5,7,1,7,4,1,1,1,1,1,3,1,1,1,1,6,1,1,7,1,7,1,4,7,2,5,7,1,1,1,7,7,4,2,1,5,7,5,1,3,1,1,1,2,2,3,1,1,1,7
trustworthy,female,faces,522978,male,women,37.6,3,4,3,5,4,6,4,4,3,4,3,4,5,3,3,4,4,4,4,6,4,4,6,3,4,6,5,3,4,3,5,3,5,4,3,3,6,4,4,5,6,4,4,2,3,6,6,4,3,4
trustworthy,female,faces,526787,male,women,24.0,3,3,2,3,3,4,2,2,3,2,3,3,4,3,4,4,2,3,3,3,2,4,3,5,3,5,4,3,3,3,4,2,3,3,5,4,5,3,3,5,4,3,3,4,4,3,5,3,5,4
trustworthy,female,faces,527877,male,women,23.0,2,2,3,5,5,3,3,4,3,3,3,2,4,5,3,5,3,4,3,5,3,5,5,3,3,2,3,3,3,3,3,4,4,3,3,3,4,5,3,6,4,3,3,3,5,4,5,6,4,5
trustworthy,female,faces,528480,male,women,29.0,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
trustworthy,female,faces,523763,male,women,39.8,2,4,4,4,5,3,3,3,2,1,3,2,1,3,4,5,1,3,1,5,4,3,3,1,4,3,3,1,3,4,4,4,2,4,5,5,6,5,2,5,2,2,6,3,5,4,4,6,5,4
trustworthy,female,faces,522061,male,women,21.7,3,4,5,5,6,4,3,4,4,3,4,4,3,4,4,3,2,5,2,4,4,3,4,5,4,5,3,5,4,4,4,5,3,4,5,5,3,5,4,4,2,4,4,5,4,3,6,4,4,4
trustworthy,female,faces,521068,male,women,19.2,4,4,4,5,7,5,3,3,2,3,3,2,7,6,4,3,1,4,3,3,3,5,3,3,3,3,3,3,5,3,3,3,5,3,6,4,5,4,3,5,6,4,3,2,5,2,4,5,4,2
trustworthy,female,faces,525638,male,women,19.1,3,2,5,5,7,5,4,5,4,6,4,5,5,5,4,6,5,5,4,3,4,3,4,3,7,6,5,5,6,5,3,3,5,5,3,4,5,5,4,6,2,5,5,4,5,5,4,6,2,4
trustworthy,female,faces,519299,male,women,18.7,2,4,2,1,2,2,1,3,2,2,4,1,3,2,2,2,1,2,1,1,4,2,3,2,4,2,2,2,2,1,4,2,4,3,4,2,3,1,2,5,3,2,3,2,3,4,5,2,2,1
trustworthy,female,faces,414597,male,men,22.6,4,4,4,6,6,4,4,4,4,4,4,2,3,3,3,4,2,5,5,6,4,6,4,5,6,4,4,6,4,5,3,4,4,5,3,3,4,5,2,5,7,3,3,3,4,4,4,5,3,4
trustworthy,female,faces,520032,female,neither,24.2,3,3,4,3,5,4,4,5,3,3,3,3,4,4,4,4,3,4,3,4,3,3,3,4,5,3,4,4,4,3,3,4,3,4,4,5,4,4,3,4,3,4,4,4,3,4,5,4,4,3
trustworthy,female,faces,524963,female,either,20.1,6,1,2,7,6,6,5,7,3,5,7,1,2,1,4,7,2,6,5,7,3,5,7,5,1,3,7,2,1,5,6,7,3,2,4,5,4,7,5,4,3,1,4,1,3,6,2,7,7,5
trustworthy,female,faces,518167,female,men,20.1,5,4,5,6,6,4,3,5,3,4,4,5,5,3,4,5,3,4,4,5,3,3,4,5,6,5,4,5,4,3,5,5,3,3,2,5,6,6,4,6,3,3,3,5,5,4,5,5,3,3
trustworthy,female,faces,519066,female,women,22.6,3,4,3,4,6,5,2,7,3,3,3,4,5,5,5,5,3,5,5,6,2,5,5,3,6,3,3,3,5,4,4,4,3,5,3,6,4,5,3,6,3,2,4,5,3,6,6,7,4,4
trustworthy,female,faces,519613,female,men,21.8,1,6,3,7,6,2,6,5,2,2,5,2,6,5,5,2,3,1,6,6,3,7,6,2,5,7,7,1,6,6,6,7,6,3,2,6,7,5,5,6,1,2,5,2,6,4,3,5,7,5
trustworthy,female,faces,525778,female,men,26.1,1,3,2,7,7,2,4,4,4,2,3,1,3,2,3,3,2,3,3,6,3,5,1,5,7,5,1,3,4,4,4,5,3,5,3,5,5,6,4,3,4,1,4,5,1,2,2,5,1,5
trustworthy,female,faces,524291,female,men,19.0,4,4,5,3,6,7,6,6,5,4,5,2,3,3,5,7,2,4,4,7,1,4,3,5,4,3,3,7,7,3,2,3,3,3,7,6,6,6,5,7,6,3,5,4,6,7,3,6,5,2
trustworthy,female,faces,518489,female,either,20.0,3,3,2,4,4,2,2,4,3,2,1,3,3,5,2,4,2,5,2,3,4,4,2,3,4,3,1,2,1,2,4,2,2,2,3,4,6,4,3,4,3,2,3,5,5,4,4,3,2,3
trustworthy,female,faces,526107,female,men,21.9,4,5,4,5,5,4,4,5,5,4,5,4,4,5,4,5,5,4,3,5,4,5,4,4,5,6,5,5,4,5,4,5,5,4,3,6,5,5,5,3,4,4,5,4,5,4,5,6,5,4
trustworthy,female,faces,526705,female,men,23.9,2,2,1,2,3,2,2,3,2,2,3,2,1,2,2,2,1,2,2,2,1,2,2,2,3,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,2,3
trustworthy,female,faces,526706,female,men,19.0,1,2,3,4,4,4,3,3,2,4,3,2,4,4,3,3,2,4,2,4,3,4,3,5,5,3,4,3,4,3,2,4,2,3,4,4,4,5,3,5,4,3,3,4,4,2,3,3,3,4
weird,female,faces,523345,male,women,50.4,6,1,7,5,2,5,5,6,4,5,4,7,6,5,5,5,7,5,6,6,4,1,5,3,5,4,4,6,6,4,2,5,2,5,2,5,1,5,6,4,2,7,6,5,3,2,5,7,5,2
weird,female,faces,518270,male,women,19.1,3,4,5,1,1,5,2,4,2,2,1,5,2,4,2,5,6,2,3,5,2,2,2,2,4,2,3,3,2,1,1,1,3,4,1,2,1,3,4,2,4,4,5,4,3,4,2,3,5,2
weird,female,faces,528709,male,women,31.5,7,4,7,6,1,4,4,6,3,7,1,6,3,4,5,6,5,4,6,6,4,5,6,3,6,5,5,5,5,6,5,3,6,4,3,6,2,5,6,6,6,6,3,5,5,5,6,5,5,6
weird,female,faces,519669,male,women,18.9,6,6,6,6,2,3,5,5,3,3,2,7,3,2,6,2,5,4,5,5,3,3,2,2,4,3,3,2,2,4,1,5,5,2,2,2,2,1,2,2,5,3,5,5,4,4,5,3,6,4
weird,female,faces,522375,male,women,39.0,6,3,6,6,3,6,5,5,5,6,4,6,5,5,5,5,6,4,7,4,4,4,7,4,4,5,5,6,5,6,4,6,5,6,4,5,4,4,6,5,5,5,5,4,4,4,5,5,5,4
weird,female,faces,521200,male,women,26.0,4,3,5,5,2,4,4,4,4,5,4,5,4,3,5,4,4,4,5,4,5,3,4,3,5,3,4,2,4,5,3,4,3,2,3,5,3,5,3,3,4,4,3,2,2,3,3,3,5,5
weird,female,faces,524922,male,men,32.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
weird,female,faces,528155,male,women,43.5,7,1,7,7,2,4,6,5,4,3,5,7,4,5,5,6,7,2,5,7,4,3,2,3,4,4,3,5,6,6,2,7,4,5,2,4,2,3,6,3,6,5,7,5,6,2,4,2,7,5
weird,female,faces,526049,male,women,37.0,4,4,7,4,4,5,4,5,4,5,4,7,5,4,5,5,5,5,5,4,4,5,5,4,5,6,4,5,6,6,4,6,5,5,5,3,4,5,6,5,4,6,7,5,4,4,6,7,5,4
weird,female,faces,527556,male,women,21.4,7,7,7,7,5,6,7,7,3,7,6,7,6,7,7,7,7,6,5,7,4,7,7,6,7,5,6,7,7,7,6,6,7,7,6,7,6,6,7,7,7,7,7,7,7,5,5,7,7,4
weird,female,faces,525234,female,men,18.7,4,5,7,4,3,6,5,4,4,5,5,5,4,3,4,3,7,3,4,7,5,7,6,3,4,6,5,3,7,4,4,2,5,3,4,7,5,5,7,4,7,6,4,7,5,6,6,5,6,4
weird,female,faces,522345,female,men,32.1,5,3,7,4,4,6,7,4,6,7,5,7,5,5,5,6,5,2,7,6,3,5,5,3,2,4,4,5,4,6,3,6,4,4,3,6,3,6,5,7,5,4,6,4,2,4,5,5,3,2
weird,female,faces,520303,female,men,24.1,7,3,7,2,3,5,4,6,2,7,6,7,3,6,2,7,7,3,6,5,2,4,4,6,5,7,6,6,5,7,4,6,5,6,3,3,6,4,7,3,2,5,3,2,2,3,5,5,7,4
weird,female,faces,526790,female,men,21.3,6,2,6,3,2,5,5,5,5,5,3,6,5,5,5,3,5,5,6,5,5,4,3,3,5,3,3,6,5,6,3,2,5,5,3,5,2,3,5,3,5,5,4,4,4,5,3,4,5,3
weird,female,faces,518675,female,men,25.6,4,4,6,6,3,6,3,3,4,5,4,6,3,3,1,5,4,2,5,5,2,5,6,5,6,3,4,3,1,6,4,5,4,4,4,4,6,4,4,6,6,4,6,2,1,3,4,5,6,4
weird,female,faces,519193,female,women,43.8,7,4,7,5,2,6,4,4,7,6,5,7,4,6,5,7,5,6,7,7,5,5,4,5,5,4,5,5,5,7,3,5,6,5,6,5,3,6,7,5,3,5,7,4,3,4,5,5,5,4
weird,female,faces,526159,female,men,20.3,4,4,4,4,4,4,4,4,4,4,4,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,3
weird,female,faces,407692,female,men,32.7,7,5,7,6,3,6,6,4,5,6,5,6,5,5,3,2,6,4,5,4,5,3,6,1,2,5,6,3,5,7,3,7,5,3,4,7,2,5,6,4,3,6,6,3,4,2,2,6,7,3
weird,female,faces,525810,female,men,21.2,5,2,3,4,3,4,5,5,3,3,3,5,3,3,3,2,5,4,5,4,3,4,3,5,3,2,4,3,3,3,4,5,5,4,2,4,3,3,4,2,2,4,3,4,4,3,2,3,2,3
weird,female,faces,519820,female,men,19.9,4,2,5,4,3,4,5,5,4,4,4,4,4,4,5,4,5,4,4,5,4,4,4,3,4,4,4,4,4,4,3,5,4,4,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4
