"subject_nr","PPList","Identical","Orientation1","Orientation2","Picture1","Picture2","response","correct","response_time","gender","year","month","fullscreen","File","opensesame_codename","opensesame_version","experiment_file"
2,"PP_LIST2.csv","F","F","F","sutcse.jpg","pumpkin.jpg","j",0,433,"Female",2002,11,"no","subject-2.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
3,"PP_LIST3.csv","F","F","F","watch.jpg","skirt.jpg","f",1,864,"Male",1997,6,"no","subject-3.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
3,"PP_LIST3.csv","F","F","F","wrench.jpg","piano.jpg","j",0,282,"Male",1997,6,"no","subject-3.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
3,"PP_LIST3.csv","N","V","H","clothespinV.jpg","clothespinH.jpg","j",1,323,"Male",1997,6,"no","subject-3.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
3,"PP_LIST3.csv","N","V","H","crayonV.jpg","crayonH.jpg","j",1,369,"Male",1997,6,"no","subject-3.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
3,"PP_LIST3.csv","F","F","F","tiger.jpg","wndmil.jpg","j",0,310,"Male",1997,6,"no","subject-3.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
3,"PP_LIST3.csv","F","F","F","spider.jpg","couch.jpg","j",0,318,"Male",1997,6,"no","subject-3.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
3,"PP_LIST3.csv","N","H","V","bowlH.jpg","bowlV.jpg","j",1,395,"Male",1997,6,"no","subject-3.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
3,"PP_LIST3.csv","Y","H","H","glassH.jpg","glassH.jpg","j",1,312,"Male",1997,6,"no","subject-3.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
3,"PP_LIST3.csv","F","F","F","skirt.jpg","tlphon.jpg","j",0,305,"Male",1997,6,"no","subject-3.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
3,"PP_LIST3.csv","Y","H","H","ironH.jpg","ironH.jpg","j",1,248,"Male",1997,6,"no","subject-3.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
3,"PP_LIST3.csv","F","F","F","mitten.jpg","needle.jpg","j",0,351,"Male",1997,6,"no","subject-3.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
3,"PP_LIST3.csv","F","F","F","stove.jpg","ftball.jpg","j",0,246,"Male",1997,6,"no","subject-3.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
3,"PP_LIST3.csv","F","F","F","trmpet.jpg","tapedispenser.jpg","j",0,338,"Male",1997,6,"no","subject-3.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
3,"PP_LIST3.csv","N","V","H","caterpillarV.jpg","caterpillarH.jpg","j",1,230,"Male",1997,6,"no","subject-3.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
3,"PP_LIST3.csv","F","F","F","nut.jpg","watch.jpg","j",0,429,"Male",1997,6,"no","subject-3.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
3,"PP_LIST3.csv","N","H","V","bottleH.jpg","bottleV.jpg","j",1,384,"Male",1997,6,"no","subject-3.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
3,"PP_LIST3.csv","F","F","F","couch.jpg","spider.jpg","j",0,231,"Male",1997,6,"no","subject-3.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
3,"PP_LIST3.csv","Y","H","H","guitarH.jpg","guitarH.jpg","j",1,237,"Male",1997,6,"no","subject-3.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
3,"PP_LIST3.csv","F","F","F","house.jpg","ring.jpg","j",0,131,"Male",1997,6,"no","subject-3.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
3,"PP_LIST3.csv","F","F","F","piano.jpg","sutcse.jpg","j",0,248,"Male",1997,6,"no","subject-3.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
3,"PP_LIST3.csv","F","F","F","umberella.jpg","flower.jpg","j",0,273,"Male",1997,6,"no","subject-3.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
3,"PP_LIST3.csv","F","F","F","ring.jpg","stove.jpg","j",0,259,"Male",1997,6,"no","subject-3.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
3,"PP_LIST3.csv","N","H","V","axeH.jpg","axeV.jpg","j",1,470,"Male",1997,6,"no","subject-3.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
3,"PP_LIST3.csv","Y","H","H","pencilH.jpg","pencilH.jpg","j",1,223,"Male",1997,6,"no","subject-3.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
3,"PP_LIST3.csv","Y","V","V","saltV.jpg","saltV.jpg","j",1,429,"Male",1997,6,"no","subject-3.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
3,"PP_LIST3.csv","N","V","H","flashV.jpg","flashH.jpg","j",1,324,"Male",1997,6,"no","subject-3.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
3,"PP_LIST3.csv","F","F","F","tapedispenser.jpg","wrench.jpg","j",0,247,"Male",1997,6,"no","subject-3.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
3,"PP_LIST3.csv","F","F","F","wndmil.jpg","mitten.jpg","j",0,317,"Male",1997,6,"no","subject-3.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
3,"PP_LIST3.csv","Y","H","H","keyH.jpg","keyH.jpg","j",1,323,"Male",1997,6,"no","subject-3.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
3,"PP_LIST3.csv","N","V","H","fire_extinguisherV.jpg","fire_extinguisherH.jpg","j",1,455,"Male",1997,6,"no","subject-3.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
3,"PP_LIST3.csv","Y","V","V","scssorV.jpg","scssorV.jpg","j",1,112,"Male",1997,6,"no","subject-3.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
3,"PP_LIST3.csv","Y","V","V","penV.jpg","penV.jpg","j",1,417,"Male",1997,6,"no","subject-3.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
3,"PP_LIST3.csv","F","F","F","ladder.jpg","house.jpg","j",0,628,"Male",1997,6,"no","subject-3.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
3,"PP_LIST3.csv","F","F","F","buggy.jpg","glass.jpg","j",0,509,"Male",1997,6,"no","subject-3.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
3,"PP_LIST3.csv","F","F","F","needle.jpg","tiger.jpg","j",0,740,"Male",1997,6,"no","subject-3.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
3,"PP_LIST3.csv","N","H","V","broomH.jpg","broomV.jpg","j",1,810,"Male",1997,6,"no","subject-3.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
3,"PP_LIST3.csv","N","V","H","brushV.jpg","brushH.jpg","j",1,526,"Male",1997,6,"no","subject-3.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
3,"PP_LIST3.csv","F","F","F","knife.jpg","ladder.jpg","j",0,328,"Male",1997,6,"no","subject-3.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
3,"PP_LIST3.csv","F","F","F","ftball.jpg","nut.jpg","j",0,511,"Male",1997,6,"no","subject-3.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
3,"PP_LIST3.csv","Y","V","V","plateV.jpg","plateV.jpg","j",1,606,"Male",1997,6,"no","subject-3.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
3,"PP_LIST3.csv","Y","V","V","tireV.jpg","tireV.jpg","j",1,333,"Male",1997,6,"no","subject-3.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
3,"PP_LIST3.csv","Y","V","V","screwV.jpg","screwV.jpg","j",1,536,"Male",1997,6,"no","subject-3.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
3,"PP_LIST3.csv","Y","H","H","nailH.jpg","nailH.jpg","j",1,525,"Male",1997,6,"no","subject-3.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
3,"PP_LIST3.csv","F","F","F","tlphon.jpg","knife.jpg","j",0,728,"Male",1997,6,"no","subject-3.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
3,"PP_LIST3.csv","F","F","F","pumpkin.jpg","trmpet.jpg","j",0,396,"Male",1997,6,"no","subject-3.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
3,"PP_LIST3.csv","N","H","V","bookH.jpg","bookV.jpg","j",1,373,"Male",1997,6,"no","subject-3.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
3,"PP_LIST3.csv","N","H","V","batH.jpg","batV.jpg","j",1,700,"Male",1997,6,"no","subject-3.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
3,"PP_LIST3.csv","F","F","F","sutcse.jpg","pumpkin.jpg","j",0,617,"Male",1997,6,"no","subject-3.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
4,"PP_LIST3.csv","F","F","F","watch.jpg","skirt.jpg","j",0,252,"Female",2000,3,"no","subject-4.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
4,"PP_LIST3.csv","F","F","F","wrench.jpg","piano.jpg","j",0,236,"Female",2000,3,"no","subject-4.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
4,"PP_LIST3.csv","N","V","H","clothespinV.jpg","clothespinH.jpg","j",1,490,"Female",2000,3,"no","subject-4.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
4,"PP_LIST3.csv","N","V","H","crayonV.jpg","crayonH.jpg","j",1,531,"Female",2000,3,"no","subject-4.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
4,"PP_LIST3.csv","F","F","F","tiger.jpg","wndmil.jpg","j",0,250,"Female",2000,3,"no","subject-4.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
4,"PP_LIST3.csv","F","F","F","spider.jpg","couch.jpg","j",0,150,"Female",2000,3,"no","subject-4.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
4,"PP_LIST3.csv","N","H","V","bowlH.jpg","bowlV.jpg","j",1,261,"Female",2000,3,"no","subject-4.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
4,"PP_LIST3.csv","Y","H","H","glassH.jpg","glassH.jpg","j",1,267,"Female",2000,3,"no","subject-4.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
4,"PP_LIST3.csv","F","F","F","skirt.jpg","tlphon.jpg","j",0,231,"Female",2000,3,"no","subject-4.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
4,"PP_LIST3.csv","Y","H","H","ironH.jpg","ironH.jpg","j",1,276,"Female",2000,3,"no","subject-4.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
4,"PP_LIST3.csv","F","F","F","mitten.jpg","needle.jpg","j",0,329,"Female",2000,3,"no","subject-4.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
4,"PP_LIST3.csv","F","F","F","stove.jpg","ftball.jpg","j",0,405,"Female",2000,3,"no","subject-4.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
4,"PP_LIST3.csv","F","F","F","trmpet.jpg","tapedispenser.jpg","j",0,354,"Female",2000,3,"no","subject-4.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
4,"PP_LIST3.csv","N","V","H","caterpillarV.jpg","caterpillarH.jpg","j",1,482,"Female",2000,3,"no","subject-4.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
4,"PP_LIST3.csv","F","F","F","nut.jpg","watch.jpg","j",0,976,"Female",2000,3,"no","subject-4.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
4,"PP_LIST3.csv","N","H","V","bottleH.jpg","bottleV.jpg","j",1,424,"Female",2000,3,"no","subject-4.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
4,"PP_LIST3.csv","F","F","F","couch.jpg","spider.jpg","j",0,244,"Female",2000,3,"no","subject-4.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
4,"PP_LIST3.csv","Y","H","H","guitarH.jpg","guitarH.jpg","j",1,353,"Female",2000,3,"no","subject-4.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
4,"PP_LIST3.csv","F","F","F","house.jpg","ring.jpg","j",0,409,"Female",2000,3,"no","subject-4.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
4,"PP_LIST3.csv","F","F","F","piano.jpg","sutcse.jpg","j",0,526,"Female",2000,3,"no","subject-4.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
4,"PP_LIST3.csv","F","F","F","umberella.jpg","flower.jpg","j",0,445,"Female",2000,3,"no","subject-4.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
4,"PP_LIST3.csv","F","F","F","ring.jpg","stove.jpg","j",0,378,"Female",2000,3,"no","subject-4.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
4,"PP_LIST3.csv","N","H","V","axeH.jpg","axeV.jpg","j",1,264,"Female",2000,3,"no","subject-4.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
4,"PP_LIST3.csv","Y","H","H","pencilH.jpg","pencilH.jpg","j",1,516,"Female",2000,3,"no","subject-4.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
4,"PP_LIST3.csv","Y","V","V","saltV.jpg","saltV.jpg","j",1,494,"Female",2000,3,"no","subject-4.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
4,"PP_LIST3.csv","N","V","H","flashV.jpg","flashH.jpg","j",1,348,"Female",2000,3,"no","subject-4.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
4,"PP_LIST3.csv","F","F","F","tapedispenser.jpg","wrench.jpg","j",0,522,"Female",2000,3,"no","subject-4.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
4,"PP_LIST3.csv","F","F","F","wndmil.jpg","mitten.jpg","j",0,348,"Female",2000,3,"no","subject-4.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
4,"PP_LIST3.csv","Y","H","H","keyH.jpg","keyH.jpg","j",1,435,"Female",2000,3,"no","subject-4.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
4,"PP_LIST3.csv","N","V","H","fire_extinguisherV.jpg","fire_extinguisherH.jpg","j",1,574,"Female",2000,3,"no","subject-4.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
4,"PP_LIST3.csv","Y","V","V","scssorV.jpg","scssorV.jpg","j",1,935,"Female",2000,3,"no","subject-4.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
4,"PP_LIST3.csv","Y","V","V","penV.jpg","penV.jpg","j",1,400,"Female",2000,3,"no","subject-4.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
4,"PP_LIST3.csv","F","F","F","ladder.jpg","house.jpg","j",0,356,"Female",2000,3,"no","subject-4.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
4,"PP_LIST3.csv","F","F","F","buggy.jpg","glass.jpg","j",0,422,"Female",2000,3,"no","subject-4.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
4,"PP_LIST3.csv","F","F","F","needle.jpg","tiger.jpg","j",0,381,"Female",2000,3,"no","subject-4.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
4,"PP_LIST3.csv","N","H","V","broomH.jpg","broomV.jpg","j",1,493,"Female",2000,3,"no","subject-4.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
4,"PP_LIST3.csv","N","V","H","brushV.jpg","brushH.jpg","j",1,429,"Female",2000,3,"no","subject-4.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
4,"PP_LIST3.csv","F","F","F","knife.jpg","ladder.jpg","j",0,490,"Female",2000,3,"no","subject-4.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
4,"PP_LIST3.csv","F","F","F","ftball.jpg","nut.jpg","j",0,358,"Female",2000,3,"no","subject-4.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
4,"PP_LIST3.csv","Y","V","V","plateV.jpg","plateV.jpg","j",1,330,"Female",2000,3,"no","subject-4.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
4,"PP_LIST3.csv","Y","V","V","tireV.jpg","tireV.jpg","j",1,362,"Female",2000,3,"no","subject-4.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
4,"PP_LIST3.csv","Y","V","V","screwV.jpg","screwV.jpg","j",1,691,"Female",2000,3,"no","subject-4.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
4,"PP_LIST3.csv","Y","H","H","nailH.jpg","nailH.jpg","j",1,606,"Female",2000,3,"no","subject-4.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
4,"PP_LIST3.csv","F","F","F","tlphon.jpg","knife.jpg","j",0,379,"Female",2000,3,"no","subject-4.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
4,"PP_LIST3.csv","F","F","F","pumpkin.jpg","trmpet.jpg","j",0,363,"Female",2000,3,"no","subject-4.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
4,"PP_LIST3.csv","N","H","V","bookH.jpg","bookV.jpg","j",1,414,"Female",2000,3,"no","subject-4.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
4,"PP_LIST3.csv","N","H","V","batH.jpg","batV.jpg","j",1,283,"Female",2000,3,"no","subject-4.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
4,"PP_LIST3.csv","F","F","F","sutcse.jpg","pumpkin.jpg","j",0,285,"Female",2000,3,"no","subject-4.csv","Kafkaesque Koffka","3.2.6","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp"
